사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-09,7호선,478,도봉산,45,2,"4,193",881,"15,477","4,954","45,619","7,231","34,940","11,042","16,295","12,246","8,926","13,705","7,489","10,573","8,709","10,311","8,456","9,852","8,832","10,235","9,436","10,932","10,769","12,831","10,274","17,098","9,668","31,068","5,462","36,198","3,516","19,914","2,437","16,781","1,788","13,153",505,"8,464",22,"1,639",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,479,수락산,20,1,"8,309",713,"18,766","5,236","43,767","7,709","41,267","15,501","21,848","14,752","14,512","14,291","12,934","12,598","13,552","12,008","15,031","11,377","14,545","11,917","15,157","14,266","15,596","17,004","16,608","20,883","16,934","35,921","10,624","38,741","6,819","21,745","5,766","17,696","3,450","13,888","1,209","8,200",11,"1,428",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,480,마들,11,0,"8,478","1,316","19,537","3,955","51,673","6,970","45,564","9,338","22,020","8,151","14,816","7,571","13,645","8,066","13,626","8,837","12,533","9,939","11,695","10,599","11,260","13,310","11,461","15,873","10,792","21,117","9,569","37,062","5,909","38,323","4,253","19,684","3,312","17,203","2,542","13,459",883,"8,599",5,923,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,481,노원,34,3,"6,748","2,208","12,743","5,622","32,070","11,839","31,611","36,305","22,659","35,514","20,996","25,729","23,216","22,030","23,010","22,524","23,854","26,492","25,413","27,434","27,412","29,569","30,057","29,589","31,455","33,612","36,628","47,394","21,921","40,031","23,116","18,902","15,483","15,892","11,706","11,469","4,265","8,413",27,897,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,482,중계,12,0,"7,913","1,871","20,802","4,335","53,803","12,062","53,649","18,095","26,980","9,424","17,121","7,445","15,279","7,751","15,260","9,489","14,022","11,171","12,534","11,218","13,500","12,957","14,459","15,851","14,763","22,014","13,425","37,936","7,421","39,568","5,498","21,362","4,832","18,199","4,316","14,875","1,269","8,736",5,727,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,483,하계,4,0,"7,094","1,398","20,829","5,525","58,893","13,689","59,693","21,158","30,015","14,955","19,867","11,052","18,993","11,614","19,627","14,254","18,241","16,179","17,761","16,407","19,729","18,112","20,820","21,608","21,593","27,010","18,891","48,182","11,534","48,247","8,463","25,225","8,825","22,631","6,887","17,362","1,991","11,166",2,951,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,484,공릉(서울과학기술대),19,0,"5,822","1,014","12,343","3,538","31,183","9,075","35,731","18,830","18,220","11,264","12,698","8,562","11,664","8,527","12,468","10,449","12,629","11,431","13,017","11,374","13,848","13,014","15,042","15,705","15,506","20,690","18,229","33,430","10,212","30,608","7,985","16,827","6,989","14,739","5,359","11,321","2,232","8,366",2,460,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,485,태릉입구,134,0,"6,436","1,542","6,480","4,539","18,288","6,935","21,915","14,961","12,886","8,377","8,637","6,409","8,098","5,987","8,413","6,370","8,603","7,455","8,901","7,042","9,120","8,306","10,472","9,912","13,103","12,679","14,612","18,968","8,987","17,316","6,346","10,140","6,272","9,407","4,573","7,442","1,845","4,872",7,"2,015",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,486,먹골,30,0,"7,072",725,"11,078","2,688","32,688","4,640","38,609","12,388","20,900","7,973","12,161","6,889","10,797","7,314","11,462","7,773","10,791","8,752","10,305","9,746","9,919","12,042","10,087","14,751","11,117","19,774","12,937","32,135","8,128","29,033","5,414","15,921","4,757","14,632","3,213","10,663","1,399","6,676",4,558,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,487,중화,3,0,"8,255",888,"13,451","3,708","32,640","7,272","41,816","20,196","22,086","9,501","13,230","7,249","10,742","7,855","11,708","8,582","11,261","9,143","10,623","9,870","10,509","12,719","11,771","14,829","13,782","19,746","15,744","33,342","9,968","29,322","6,173","16,883","5,845","16,235","3,738","12,240","1,437","7,148",7,621,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,488,상봉(시외버스터미널),316,4,"10,224","1,559","17,154","6,448","44,092","12,236","59,799","29,454","29,826","18,237","16,943","12,446","15,076","11,429","16,362","13,308","15,980","15,101","16,121","15,508","16,449","17,428","19,194","20,923","24,654","29,369","27,610","48,928","19,305","43,674","13,806","24,089","12,715","20,766","8,444","15,112","3,583","10,015",23,950,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,489,면목,49,0,"11,921","1,028","20,633","5,571","51,356","8,030","62,991","21,211","33,113","11,075","18,103","10,417","15,372","11,039","15,763","12,016","16,269","12,631","14,551","14,502","13,941","18,397","15,672","23,828","16,588","30,330","17,906","48,408","13,886","45,553","8,088","25,261","6,584","22,695","4,302","16,861","1,709","9,710",2,849,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,490,사가정,8,0,"10,898","1,426","19,942","6,463","47,624","10,333","60,676","23,223","32,774","13,409","19,169","11,740","16,448","12,442","17,888","13,265","17,121","13,843","16,171","15,529","16,133","20,367","17,452","24,076","19,969","32,484","21,021","53,604","15,314","47,015","10,740","25,393","9,431","22,838","6,262","16,506","2,638","9,180",2,916,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,491,용마산(용마폭포공원),3,1,"4,839",720,"9,786","2,754","20,502","3,570","25,370","8,873","13,087","5,183","7,207","4,415","5,701","4,152","5,953","4,502","5,835","5,066","5,375","5,370","5,517","6,998","6,221","8,460","6,183","10,741","6,828","18,754","4,235","16,786","2,584","9,282","2,170","9,292","1,473","6,651",637,"3,928",2,349,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,492,중곡,2,0,"5,112",545,"11,183","4,031","27,234","8,288","39,260","16,786","21,629","8,331","11,572","6,445","10,171","6,647","10,166","7,163","9,994","7,981","9,805","8,801","9,556","11,193","12,303","12,641","12,552","16,808","12,058","28,005","8,376","24,648","5,314","13,497","4,379","12,809","3,032","9,612","1,178","5,631",1,191,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,493,군자(능동),32,1,"7,909",926,"12,318","6,559","29,256","7,534","48,026","22,665","30,632","14,191","15,230","8,880","12,914","8,390","13,253","8,600","13,790","9,507","13,131","10,370","13,837","13,516","15,800","14,724","19,947","20,586","26,193","35,255","16,397","28,512","12,866","15,712","11,786","14,397","8,425","10,944","3,582","6,454",9,382,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,494,어린이대공원(세종대),13,0,"3,383","1,032","6,272","8,399","14,464","12,327","24,939","35,637","16,993","18,944","9,272","12,350","8,544","10,306","9,974","11,114","10,783","13,239","11,744","12,600","14,081","12,812","18,640","12,470","27,871","15,810","30,684","22,267","16,530","18,125","11,730","10,915","11,979","10,280","10,114","8,141","4,468","5,493",9,216,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,495,건대입구,28,0,"3,546",791,"4,099","6,292","10,607","16,190","16,696","28,047","12,456","22,268","9,536","14,537","10,191","12,223","11,204","14,524","11,739","16,244","13,687","15,597","16,961","15,530","19,876","15,760","28,722","19,967","29,230","29,921","19,517","21,765","22,355","11,178","17,454","9,983","13,179","7,129","6,024","4,329",1,"1,904",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,496,뚝섬유원지,12,0,"4,477",503,"7,662","3,740","17,429","5,267","24,688","10,115","15,389","7,427","7,601","5,219","6,402","6,200","6,797","7,232","7,188","8,651","7,076","10,120","8,150","12,771","9,978","13,769","12,321","18,205","15,065","27,157","11,868","20,878","9,941","12,683","11,378","12,267","10,068","7,956","4,852","4,150",1,251,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,497,청담,30,0,"2,207","3,427","5,638","23,835","8,239","52,288","10,942","125,399","9,067","81,272","8,320","28,809","10,223","16,225","12,753","14,853","14,020","17,201","17,045","14,347","24,546","12,846","30,432","12,341","52,278","14,054","94,726","15,538","49,308","10,699","28,106","6,996","24,976","6,636","15,869","3,610","3,912","2,596",6,"1,440",0,1,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,498,강남구청,3,0,"1,311","1,658","3,229","10,564","5,795","28,369","7,416","91,069","6,175","79,862","6,259","28,974","7,922","17,697","9,484","15,142","11,420","16,234","14,671","12,743","19,918","11,634","22,269","12,171","37,896","12,784","72,388","14,701","43,911","10,068","26,435","6,176","26,525","5,030","15,830","3,219","4,942","2,702",6,331,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,499,학동,1,0,"1,851","2,280","4,306","21,626","6,913","48,255","9,024","164,307","8,438","114,819","8,325","37,948","10,169","18,128","12,344","15,316","14,286","17,705","19,336","15,122","25,425","13,806","30,376","12,539","60,967","13,830","138,554","14,605","67,820","9,961","32,497","6,134","30,425","5,249","18,307","3,384","5,727","2,324",10,176,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,500,논현,16,0,"2,237","1,239","4,610","15,147","7,674","39,541","12,571","104,332","10,763","84,456","9,226","32,075","10,916","17,910","12,341","15,649","14,336","18,659","17,835","17,806","21,748","16,370","26,443","16,585","47,086","20,676","89,796","25,506","50,570","16,860","32,141","8,963","32,476","7,914","21,671","5,593","8,613","3,981",20,327,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,501,반포,3,0,"1,045",567,"2,770","6,126","6,977","10,901","9,368","18,700","6,195","15,127","4,244","6,905","4,377","6,695","5,736","7,083","6,353","6,666","6,301","6,142","7,783","6,135","11,277","5,884","13,260","7,391","15,623","9,296","10,187","6,495","7,644","3,687","8,793","3,142","6,134","2,487","1,497","1,387",5,93,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,502,고속터미널,28,1,937,"2,397","2,546","20,541","7,957","33,334","12,218","43,718","13,225","28,508","12,698","17,917","14,567","14,476","14,740","14,672","14,982","17,555","16,221","16,177","23,600","12,313","25,927","12,012","40,896","13,205","39,945","14,142","22,882","10,272","24,185","6,216","20,607","6,651","16,126","2,904","4,429","1,929",9,185,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,503,내방,12,0,"2,283","1,455","6,234","10,462","14,524","21,842","22,669","71,652","15,103","38,648","10,661","15,193","10,956","11,458","11,802","11,701","13,999","12,953","14,325","12,071","15,863","12,340","20,004","13,118","32,742","17,199","62,891","23,775","22,724","16,985","14,833","9,766","14,805","8,695","9,085","6,274","2,881","3,470",5,"1,523",0,1,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,504,이수,17,1,"4,650","1,077","7,207","8,209","21,727","12,695","35,241","38,478","22,079","24,978","14,353","14,209","13,626","13,253","14,672","13,819","16,134","15,530","16,879","16,226","18,135","17,384","21,045","20,300","25,821","26,047","37,699","42,929","21,043","29,785","19,090","15,938","18,823","14,073","13,708","10,258","5,863","5,911",13,487,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,505,남성,7,0,"5,361",712,"11,438","3,831","32,960","5,821","47,642","13,173","26,568","8,751","14,119","7,477","11,551","7,584","11,527","8,772","11,691","9,854","10,901","10,521","10,705","12,738","11,092","15,146","11,877","20,796","13,832","36,229","7,838","28,009","6,947","16,165","6,421","14,899","4,145","11,078","1,647","6,935",19,454,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,506,숭실대입구(살피재),18,0,"5,199",786,"10,187","3,140","30,946","6,519","43,082","15,721","22,020","11,871","12,449","9,539","10,845","9,913","11,800","10,721","12,533","11,587","11,937","12,250","11,803","13,998","13,861","16,681","17,234","22,795","16,466","38,084","9,979","30,159","8,394","17,465","8,742","15,922","7,187","12,516","3,234","7,777",13,761,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,507,상도,2,0,"3,944","1,490","9,231","6,412","26,316","7,446","36,475","15,277","20,236","12,062","12,095","8,344","10,509","7,828","10,885","8,461","11,163","9,725","10,607","9,548","10,934","11,012","13,554","13,033","15,802","18,570","16,322","30,687","8,438","23,266","6,994","14,242","6,676","13,132","6,039","10,138","2,560","6,377",7,544,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,508,장승배기,8,0,"6,205",829,"10,571","3,779","26,468","7,108","37,304","15,640","20,937","9,113","11,875","7,870","10,155","7,794","10,418","8,042","11,112","9,088","10,083","9,276","10,226","12,091","11,091","13,315","11,756","18,906","14,233","29,120","7,683","24,048","5,913","13,732","5,362","13,562","3,762","9,309","1,389","5,918",1,446,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,509,신대방삼거리,10,0,"9,417","1,181","15,619","6,900","44,114","11,832","67,486","26,459","35,427","16,564","18,888","12,026","16,220","11,074","17,367","12,220","16,484","13,181","15,516","14,841","15,539","17,641","18,313","19,747","20,017","28,834","25,384","53,520","13,944","41,655","10,375","23,908","8,665","21,855","6,263","16,349","2,558","10,095",9,680,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,510,보라매,29,0,"6,070","1,554","7,413","5,801","19,436","14,887","28,149","34,922","16,092","11,984","8,828","6,455","9,196","6,308","9,009","7,490","8,879","8,203","9,061","7,611","10,879","8,702","12,923","10,059","16,526","14,712","28,548","24,244","10,138","19,493","6,773","10,886","6,274","9,933","4,355","7,421","1,582","4,692",0,448,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,511,신풍,66,0,"9,708","1,529","13,657","5,817","32,933","9,965","41,146","18,128","22,883","9,764","12,683","7,602","10,409","7,481","11,142","8,466","11,320","9,368","10,624","9,467","10,587","12,384","12,909","14,690","14,881","21,958","16,825","33,601","9,286","25,900","6,300","14,815","5,140","15,075","3,548","11,021","1,336","5,970",4,"1,143",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,512,대림(구로구청),40,1,"11,565",961,"7,426","4,198","13,697","6,196","18,110","16,285","13,248","11,629","9,771","11,643","9,868","11,288","10,724","10,859","11,131","10,950","11,843","11,143","12,592","12,039","12,714","12,820","14,649","18,556","16,407","20,347","10,156","13,345","8,001","8,955","6,357","11,586","3,743","7,253","1,815","3,493",11,167,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,513,남구로,2,0,"17,801","1,786","14,618","6,024","27,463","28,829","29,429","91,242","18,372","42,315","12,152","15,118","10,957","12,403","11,996","11,730","12,040","12,378","12,229","12,100","13,789","13,751","16,391","17,699","34,284","29,719","68,802","29,234","31,135","20,323","15,952","13,570","11,806","15,849","6,873","10,567","2,559","5,327",9,233,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,514,가산디지털단지,594,5,"6,579","5,694","8,189","19,989","18,828","104,965","20,088","335,995","14,760","189,186","14,114","50,429","17,990","30,311","22,938","27,661","26,788","28,137","32,424","25,518","41,897","23,524","54,674","22,554","153,174","23,653","268,351","27,839","119,535","20,226","63,354","11,224","51,588","9,909","24,715","7,535","7,724","4,406",74,569,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,515,철산,11,0,"9,539","4,285","24,377","8,881","71,694","13,937","76,374","29,077","37,495","21,337","21,875","16,306","19,945","15,498","20,703","16,595","20,862","19,236","19,228","20,416","20,318","22,545","22,828","27,715","27,624","43,645","29,145","78,069","18,184","64,370","15,852","31,766","15,286","27,771","11,228","20,405","4,222","11,322",48,"2,159",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,516,광명사거리,233,2,"21,515","5,241","28,193","11,388","72,770","15,055","83,980","25,204","42,603","24,022","26,417","19,196","24,224","21,575","25,946","23,094","25,974","23,930","24,701","25,265","24,822","31,236","27,762","35,364","31,433","47,527","29,710","77,217","19,646","61,071","15,247","32,450","11,445","29,409","7,263","20,654","2,439","11,530",35,"1,821",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,517,천왕,57,0,"6,169","1,023","13,184","4,084","38,389","6,239","47,674","11,420","23,419","6,590","11,661","5,357","9,890","6,661","10,009","7,739","10,385","8,558","9,435","8,914","9,681","10,987","11,054","13,003","10,382","18,606","10,292","37,037","5,674","31,427","4,188","16,274","3,508","13,886","2,455","9,728",776,"5,720",18,875,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,518,온수(성공회대입구),121,1,"7,219","1,071","14,095","4,012","44,071","9,096","51,213","12,844","21,202","6,137","10,332","4,930","8,595","5,573","8,922","6,082","8,961","6,657","7,965","7,533","8,387","9,228","10,498","11,500","11,087","18,014","10,877","37,658","5,249","30,160","3,804","16,500","3,637","14,670","2,181","10,445",795,"6,853",9,"2,273",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,519,까치울,0,0,"3,903",922,"9,078","3,860","26,204","5,364","33,943","8,330","14,973","4,318","7,610","3,877","6,573","4,870","7,230","5,592","7,332","5,831","6,586","6,223","6,721","6,663","7,814","9,884","8,833","15,313","8,995","25,438","5,260","22,660","4,140","13,202","3,386","11,099","2,154","8,351",672,"4,201",1,16,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,520,부천종합운동장,35,0,"2,904",798,"5,099","2,470","14,482","5,102","17,028","10,822","7,865","3,785","4,201","3,047","4,408","2,587","4,166","2,524","3,918","2,892","3,543","3,175","3,731","3,474","4,382","3,970","6,280","6,110","9,109","11,291","3,725","9,864","2,385","5,636","2,028","4,612","1,191","3,538",455,"2,298",0,3,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,521,춘의,0,0,"4,452","1,473","8,442","5,728","20,647","25,769","21,557","47,510","11,332","15,546","7,463","6,733","6,665","5,110","7,196","5,816","7,302","6,589","7,351","5,669","7,932","6,847","10,149","7,566","24,166","10,290","37,096","18,172","13,988","15,719","9,338","9,812","7,534","8,770","3,822","6,172",989,"4,151",0,12,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,522,신중동,4,0,"4,774","1,662","13,887","5,386","38,458","13,884","36,616","39,428","17,766","22,737","12,097","12,252","11,930","9,752","12,529","11,335","12,452","12,681","13,000","11,281","13,911","13,712","15,874","15,506","21,928","21,241","36,552","37,202","15,754","33,708","16,908","16,266","9,637","13,622","6,802","11,322","2,641","8,282",0,243,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,523,부천시청,10,1,"4,841","2,100","13,935","6,993","37,099","12,973","34,657","21,976","15,858","16,475","10,217","10,315","10,542","9,671","11,143","10,681","11,255","12,027","11,173","11,382","12,924","13,132","15,966","14,273","19,365","19,002","20,558","34,013","13,295","32,904","14,249","16,264","9,611","12,328","6,955","9,879","2,101","6,565",5,400,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,524,상동,3,0,"3,654","1,689","13,046","4,690","33,099","9,357","30,527","24,276","13,952","24,138","9,964","11,144","10,616","10,938","11,470","11,991","11,165","13,456","11,951","14,203","13,622","13,569","16,549","15,303","19,024","21,471","25,003","33,857","14,058","31,319","11,837","16,072","12,538","11,996","10,415","9,598","3,566","6,008",16,764,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,525,삼산체육관,13,0,"2,448",237,"8,465","1,251","20,131","2,387","17,914","4,298","8,111","2,485","4,686","1,894","4,399","2,405","4,435","3,119","4,109","3,020","3,900","3,513","3,875","4,079","4,621","5,514","4,389","8,173","4,129","14,858","2,525","13,655","1,673","7,742","1,453","6,321",992,"4,952",495,"2,957",4,668,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,526,굴포천,0,0,"6,064",455,"13,310","2,929","31,310","4,292","30,907","9,931","15,485","6,838","8,882","5,634","8,053","5,597","8,304","6,518","8,263","7,044","7,426","7,919","7,434","8,154","8,237","11,729","9,156","17,313","10,770","31,011","6,296","29,940","4,614","16,914","4,626","13,570","3,267","10,261","1,492","5,323",24,"1,149",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,7호선,527,부평구청,56,0,"7,655",635,"19,010","4,712","53,590","8,928","45,232","11,946","20,226","5,394","10,189","4,686","9,211","4,546","9,200","5,123","9,004","6,808","8,002","6,672","8,271","7,913","8,850","10,621","13,448","15,154","13,289","30,932","7,492","33,410","5,521","19,128","4,499","14,760","3,151","12,665","1,012","6,802",3,"1,345",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,528,암사,20,0,"13,195",967,"22,174","5,129","67,724","7,818","85,977","15,988","41,014","11,578","20,732","9,614","17,640","10,755","18,205","13,250","18,107","13,127","16,097","15,596","15,016","20,381","16,020","23,064","17,491","34,935","18,802","61,828","10,962","48,429","8,324","26,674","7,060","26,189","4,482","17,672","1,612","9,851",1,"1,327",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,529,천호(풍납토성),23,0,"10,372","1,519","15,645","9,550","36,724","13,035","49,586","23,443","28,261","21,373","15,720","14,573","14,778","14,562","15,805","16,372","16,474","17,715","16,034","18,251","16,616","23,152","18,249","26,755","22,323","35,245","25,267","56,544","16,969","41,354","15,267","22,233","11,671","20,861","7,510","13,916","2,943","8,250",12,"1,285",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,530,강동구청,35,0,"4,095",878,"9,475","4,559","26,029","12,127","33,203","31,951","17,997","12,335","10,243","7,780","9,487","7,963","9,549","7,660","9,840","9,510","9,802","9,519","10,307","10,502","11,373","13,209","15,054","17,733","23,653","29,208","9,384","22,566","6,343","12,735","5,621","11,145","3,306","8,964","1,199","4,334",3,543,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,531,몽촌토성(평화의문),3,0,"1,263","1,019","3,068","5,490","7,939","7,386","11,229","19,420","7,025","10,852","4,236","5,415","4,026","4,637","4,517","4,957","4,873","5,523","5,396","5,695","6,268","5,753","9,209","6,075","11,720","7,622","16,653","11,382","7,564","8,534","5,036","5,066","5,083","4,243","3,412","3,486","1,562","1,552",0,190,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,532,잠실(송파구청),9,1,"1,219","1,802","3,471","7,690","6,838","22,997","10,936","61,513","8,225","32,269","7,190","16,436","9,170","16,685","10,480","17,864","12,691","18,654","15,062","18,346","18,758","19,574","22,162","18,772","32,781","22,283","51,469","28,064","28,763","16,200","25,423","8,510","20,854","6,345","13,299","3,825","4,000","2,226",7,340,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,533,석촌,0,0,"3,169",547,"5,043","3,330","13,720","6,810","19,050","19,049","10,592","14,549","7,346","7,967","7,311","8,365","7,840","9,162","8,215","9,246","8,130","9,583","8,642","10,982","9,512","11,134","12,062","16,060","16,581","22,355","9,106","16,474","7,199","9,132","6,788","8,330","5,029","5,763","1,829","3,586",5,394,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,534,송파,2,0,"2,457",571,"7,639","3,966","23,235","9,533","27,016","16,432","14,720","8,607","8,822","6,101","8,220","6,086","8,718","6,454","9,099","7,578","8,387","7,634","10,124","8,593","11,142","10,524","10,538","14,451","13,966","24,589","7,026","19,291","4,982","10,227","4,037","9,345","2,986","6,337","1,103","3,937",4,477,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,535,가락시장,6,0,"2,608","2,536","4,803","5,993","8,714","13,058","11,170","32,182","8,457","15,968","8,820","12,440","9,504","10,583","9,400","9,421","9,641","10,176","10,522","10,180","12,291","9,734","12,452","11,025","15,981","11,987","23,413","15,589","10,699","11,753","8,504","7,618","8,789","6,525","5,709","4,816","2,075","3,168",10,"1,322",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,536,문정,7,0,"1,996","2,664","5,732","9,558","17,911","40,335","25,000","140,681","15,566","70,885","11,317","22,115","12,184","12,500","13,502","12,788","15,917","15,111","18,340","13,082","21,575","14,462","25,528","15,087","58,332","18,180","103,206","25,358","38,972","20,668","23,627","11,062","21,131","9,643","12,229","7,618","3,467","4,050",1,96,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,537,장지,5,0,"4,407","2,013","13,494","9,163","38,722","21,389","43,730","41,386","22,762","31,057","13,530","17,049","12,959","15,595","15,173","17,494","15,700","15,578","15,555","16,823","17,672","19,862","22,558","21,531","30,119","27,022","40,510","43,106","25,786","29,273","19,743","16,361","17,399","13,570","11,860","10,526","2,796","6,363",0,57,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,538,복정,3,0,"3,435","2,157","8,838","8,190","24,967","10,424","32,004","16,207","18,515","8,643","9,287","5,933","7,811","6,088","8,333","7,603","8,437","6,496","8,260","7,435","9,465","9,054","11,264","10,476","18,012","15,961","21,396","27,095","13,047","19,678","7,997","12,051","6,035","10,443","5,323","7,815","1,688","3,414",12,398,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,539,산성,1,0,"5,152",658,"8,946","2,412","22,265","4,338","25,478","7,351","14,641","5,421","8,504","5,397","7,192","4,928","7,013","5,811","7,403","6,017","7,193","6,102","6,813","8,217","8,083","9,963","8,578","12,661","7,332","21,645","4,114","18,792","2,774","11,692","2,260","10,493","1,458","8,413",695,"4,211",1,800,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,540,남한산성입구(성남법원.검찰청),9,0,"8,846","1,279","17,809","4,488","41,103","10,781","53,902","20,388","26,872","11,600","15,383","9,110","13,475","8,486","13,397","9,847","13,848","10,759","12,842","11,098","12,733","14,282","13,788","16,988","17,250","20,929","19,534","37,280","10,035","31,887","5,769","18,408","4,673","17,751","2,956","14,158","1,108","7,194",6,"1,221",0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,541,단대오거리,17,0,"7,734","2,258","12,624","6,030","29,374","9,347","34,067","15,504","18,229","7,961","11,069","5,962","10,012","6,530","10,366","7,575","10,140","7,585","9,413","8,436","9,069","11,472","10,867","13,771","13,473","16,872","17,624","27,715","8,936","24,171","5,495","14,385","4,276","12,710","2,719","10,058",968,"5,599",4,934,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,542,신흥,0,0,"3,558",679,"4,955","2,504","10,997","2,850","13,371","6,096","7,928","4,347","5,328","4,571","4,874","4,473","5,171","4,561","5,381","5,004","5,459","5,647","5,544","6,833","5,883","7,493","6,380","8,946","6,623","13,581","3,834","11,271","3,017","6,917","2,356","6,352","1,697","4,441",563,"2,501",4,308,0,0,0,0,0,0,2020-10-03 09:02:33
2020-09,8호선,543,수진,0,0,"3,501",411,"5,704","2,017","13,418","3,016","17,797","8,069","9,223","4,312","6,057","4,085","5,470","4,278","6,241","4,328","5,869","6,001","5,186","5,860","6,052","6,182","7,307","6,824","7,592","8,198","6,591","12,437","3,482","10,615","2,680","6,229","2,097","6,080","1,593","4,590",607,"2,629",5,345,0,0,0,0,0,0,2020-10-03 09:02:33
